"행정구역","2020년_거주자 인구수","2020년_세대수","2020년_세대당 인구","2020년_남자 인구수","2020년_여자 인구수","2020년_남여 비율"
"강원도 태백시 삼수동(4219053500)","5,793","2,861","          2.02","2,941","2,852","          1.03"
"강원도 태백시 상장동(4219054000)","13,512","6,115","          2.21","6,875","6,637","          1.04"
"강원도 태백시 문곡소도동(4219058500)","3,800","1,988","          1.91","1,910","1,890","          1.01"
"강원도 태백시 장성동(4219059500)","3,429","1,723","          1.99","1,692","1,737","          0.97"
"강원도 태백시 구문소동(4219060500)","2,556","1,494","          1.71","1,330","1,226","          1.08"
"강원도 태백시 철암동(4219061500)","2,045","1,238","          1.65","1,066","979","          1.09"
"강원도 속초시 (4221000000)","81,951","39,327","          2.08","40,599","41,352","          0.98"
"강원도 속초시 영랑동(4221051000)","4,460","2,472","          1.80","2,311","2,149","          1.08"
"강원도 속초시 동명동(4221052000)","3,706","1,933","          1.92","1,864","1,842","          1.01"
"강원도 속초시 금호동(4221054000)","6,135","3,184","          1.93","3,019","3,116","          0.97"
"강원도 속초시 교동(4221056000)","9,652","4,783","          2.02","4,758","4,894","          0.97"
"강원도 속초시 노학동(4221057000)","21,075","10,010","          2.11","10,465","10,610","          0.99"
"강원도 속초시 조양동(4221058000)","29,414","12,833","          2.29","14,375","15,039","          0.96"
"강원도 속초시 청호동(4221059000)","4,413","2,375","          1.86","2,215","2,198","          1.01"
"강원도 속초시 대포동(4221060000)","3,096","1,737","          1.78","1,592","1,504","          1.06"
"강원도 삼척시 (4223000000)","64,633","33,074","          1.95","32,764","31,869","          1.03"
"강원도 삼척시 도계읍(4223025000)","9,850","5,824","          1.69","4,897","4,953","          0.99"
"강원도 삼척시 원덕읍(4223025300)","3,289","2,055","          1.60","1,727","1,562","          1.11"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,735","1,014","          1.71","869","866","          1.00"
"강원도 삼척시 근덕면(4223031000)","5,154","3,122","          1.65","2,661","2,493","          1.07"
"강원도 삼척시 하장면(4223032000)","1,320","715","          1.85","722","598","          1.21"
"강원도 삼척시 노곡면(4223033000)","720","438","          1.64","395","325","          1.22"
"강원도 삼척시 미로면(4223034000)","1,851","1,021","          1.81","968","883","          1.10"
"강원도 삼척시 가곡면(4223035000)","684","412","          1.66","352","332","          1.06"
"강원도 삼척시 신기면(4223036000)","665","399","          1.67","364","301","          1.21"
"강원도 삼척시 남양동(4223051000)","7,654","3,982","          1.92","3,761","3,893","          0.97"
"강원도 삼척시 교동(4223053000)","14,608","5,964","          2.45","7,435","7,173","          1.04"
"강원도 삼척시 정라동(4223054000)","9,002","4,376","          2.06","4,599","4,403","          1.04"
"강원도 삼척시 성내동(4223057000)","8,101","3,752","          2.16","4,014","4,087","          0.98"
"강원도 홍천군 (4272000000)","68,702","33,714","          2.04","35,429","33,273","          1.06"
"강원도 홍천군 홍천읍(4272025000)","34,682","15,417","          2.25","17,540","17,142","          1.02"
"강원도 홍천군 화촌면(4272031000)","4,622","2,565","          1.80","2,440","2,182","          1.12"
"강원도 홍천군 두촌면(4272032000)","2,395","1,296","          1.85","1,200","1,195","          1.00"
"강원도 홍천군 내촌면(4272033000)","2,372","1,320","          1.80","1,246","1,126","          1.11"
"강원도 홍천군 서석면(4272034000)","3,719","1,918","          1.94","1,892","1,827","          1.04"
"강원도 홍천군 동면(4272035000)","3,947","2,023","          1.95","2,041","1,906","          1.07"
"강원도 홍천군 남면(4272036000)","6,140","3,254","          1.89","3,342","2,798","          1.19"
"강원도 홍천군 서면(4272037000)","3,789","2,217","          1.71","2,001","1,788","          1.12"
"강원도 홍천군 북방면(4272038000)","3,852","2,015","          1.91","2,027","1,825","          1.11"
"강원도 홍천군 내면(4272039000)","3,184","1,689","          1.89","1,700","1,484","          1.15"
"강원도 횡성군 (4273000000)","46,100","22,965","          2.01","23,641","22,459","          1.05"
"강원도 횡성군 횡성읍(4273025000)","20,619","9,209","          2.24","10,365","10,254","          1.01"
"강원도 횡성군 우천면(4273031000)","4,472","2,432","          1.84","2,340","2,132","          1.10"
"강원도 횡성군 안흥면(4273032000)","3,046","1,509","          2.02","1,569","1,477","          1.06"
"강원도 횡성군 둔내면(4273033000)","5,839","3,038","          1.92","3,059","2,780","          1.10"
"강원도 횡성군 갑천면(4273034000)","2,372","1,367","          1.74","1,228","1,144","          1.07"
"강원도 횡성군 청일면(4273035000)","2,412","1,376","          1.75","1,226","1,186","          1.03"
"강원도 횡성군 공근면(4273036000)","3,482","1,901","          1.83","1,823","1,659","          1.10"
"강원도 횡성군 서원면(4273037000)","2,118","1,141","          1.86","1,124","994","          1.13"
"강원도 횡성군 강림면(4273038000)","1,740","992","          1.75","907","833","          1.09"
"강원도 영월군 (4275000000)","38,119","20,755","          1.84","19,747","18,372","          1.07"
"강원도 영월군 영월읍(4275025000)","20,855","10,547","          1.98","10,677","10,178","          1.05"
"강원도 영월군 상동읍(4275025300)","1,060","697","          1.52","560","500","          1.12"
"강원도 영월군 중동면(4275031000)","1,436","851","          1.69","751","685","          1.10"
"강원도 영월군 김삿갓면(4275032500)","1,694","1,011","          1.68","878","816","          1.08"
"강원도 영월군 북면(4275033000)","2,145","1,237","          1.73","1,126","1,019","          1.11"
"강원도 영월군 남면(4275034000)","2,233","1,325","          1.69","1,179","1,054","          1.12"
"강원도 영월군 한반도면(4275035500)","1,241","721","          1.72","698","543","          1.29"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,725","1,032","          1.67","934","791","          1.18"
"강원도 영월군 주천면(4275036000)","3,731","2,148","          1.74","1,922","1,809","          1.06"
"강원도 영월군 무릉도원면(4275038000)","1,999","1,186","          1.69","1,022","977","          1.05"
"강원도 평창군 (4276000000)","41,277","21,275","          1.94","21,142","20,135","          1.05"
"강원도 평창군 평창읍(4276025000)","8,512","4,141","          2.06","4,311","4,201","          1.03"
"강원도 평창군 미탄면(4276031000)","1,634","916","          1.78","866","768","          1.13"
"강원도 평창군 방림면(4276032000)","861","490","          1.76","451","410","          1.10"
"강원도 평창군 방림면계촌출장소(4276032500)","1,651","959","          1.72","863","788","          1.10"
"강원도 평창군 대화면(4276033000)","5,250","2,713","          1.94","2,678","2,572","          1.04"
"강원도 평창군 봉평면(4276034000)","5,705","2,950","          1.93","2,984","2,721","          1.10"
"강원도 평창군 용평면(4276035000)","3,077","1,607","          1.91","1,543","1,534","          1.01"
"강원도 평창군 진부면(4276036000)","8,674","4,156","          2.09","4,368","4,306","          1.01"
"강원도 평창군 대관령면(4276038000)","5,913","3,343","          1.77","3,078","2,835","          1.09"
"강원도 정선군 (4277000000)","36,127","19,573","          1.85","18,825","17,302","          1.09"
"강원도 정선군 정선읍(4277025000)","10,637","5,185","          2.05","5,428","5,209","          1.04"
"강원도 정선군 고한읍(4277025300)","4,417","2,757","          1.60","2,340","2,077","          1.13"
"강원도 정선군 사북읍(4277025600)","4,726","2,468","          1.91","2,492","2,234","          1.12"
"강원도 정선군 신동읍(4277025900)","1,839","1,011","          1.82","953","886","          1.08"
"강원도 정선군 신동읍함백출장소(4277026000)","1,580","931","          1.70","789","791","          1.00"
"강원도 정선군 남면(4277032000)","3,238","1,823","          1.78","1,739","1,499","          1.16"
"강원도 정선군 북평면(4277034000)","2,509","1,319","          1.90","1,264","1,245","          1.02"
"강원도 정선군 임계면(4277035000)","3,510","2,012","          1.74","1,865","1,645","          1.13"
"강원도 정선군 화암면(4277036000)","1,655","920","          1.80","896","759","          1.18"
"강원도 정선군 여량면(4277037000)","2,016","1,147","          1.76","1,059","957","          1.11"
"강원도 철원군 (4278000000)","44,329","20,844","          2.13","23,070","21,259","          1.09"
"강원도 철원군 철원읍(4278025000)","5,375","2,427","          2.21","2,741","2,634","          1.04"
"강원도 철원군 김화읍(4278025300)","3,546","1,668","          2.13","1,904","1,642","          1.16"
"강원도 철원군 갈말읍(4278025600)","11,949","5,621","          2.13","6,417","5,532","          1.16"
"강원도 철원군 동송읍(4278025900)","15,348","7,097","          2.16","7,744","7,604","          1.02"
"강원도 철원군 서면(4278031000)","1,975","1,116","          1.77","1,101","874","          1.26"
"강원도 철원군 서면와수출장소(4278031500)","3,763","1,710","          2.20","1,894","1,869","          1.01"
"강원도 철원군 근남면(4278032000)","2,264","1,147","          1.97","1,217","1,047","          1.16"
"강원도 철원군 근북면(4278033000)","109","58","          1.88","52","57","          0.91"
"강원도 화천군 (4279000000)","24,675","12,699","          1.94","13,392","11,283","          1.19"
"강원도 화천군 화천읍(4279025000)","8,374","3,905","          2.14","4,375","3,999","          1.09"
"강원도 화천군 간동면(4279031000)","2,691","1,540","          1.75","1,431","1,260","          1.14"
"강원도 화천군 하남면(4279032000)","2,877","1,395","          2.06","1,503","1,374","          1.09"
"강원도 화천군 상서면(4279033000)","4,283","2,580","          1.66","2,607","1,676","          1.56"
"강원도 화천군 사내면(4279034000)","6,450","3,279","          1.97","3,476","2,974","          1.17"
"강원도 양구군 (4280000000)","22,139","10,697","          2.07","11,778","10,361","          1.14"
"강원도 양구군 양구읍(4280025000)","14,116","6,215","          2.27","7,257","6,859","          1.06"
"강원도 양구군 남면(4280031000)","3,358","1,796","          1.87","1,853","1,505","          1.23"
"강원도 양구군 동면(4280032000)","2,012","1,187","          1.70","1,161","851","          1.36"
"강원도 양구군 방산면(4280033000)","1,343","827","          1.62","800","543","          1.47"
"강원도 양구군 해안면(4280034000)","1,310","672","          1.95","707","603","          1.17"
"강원도 인제군 (4281000000)","31,514","15,730","          2.00","17,013","14,501","          1.17"
"강원도 인제군 인제읍(4281025000)","9,784","4,485","          2.18","5,131","4,653","          1.10"
"강원도 인제군 인제읍귀둔출장소(4281025100)","515","265","          1.94","273","242","          1.13"
"강원도 인제군 남면(4281031000)","3,931","2,013","          1.95","2,128","1,803","          1.18"
